cause_of_death,category,confidence
ultralight microlight or powered-glider accident injuring occupant,none,0.9999813611003036
umbilical hernia without obstruction or gangrene,none,0.999997124682194
unilateral or unspecified femoral hernia with gangrene,none,0.9999753555060894
unilateral or unspecified femoral hernia with obstruction without gangrene,none,0.9999582955139718
unilateral or unspecified femoral hernia without obstruction or gangrene,none,0.9999903756566522
unilateral or unspecified inguinal hernia without obstruction or gangrene,none,0.9986170010546365
unspecified abdominal hernia with gangrene,none,0.999991224508428
unspecified brain damage due to birth injury,none,0.9999856220007164
unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident,none,0.9999368407251791
unspecified cleft palate with unilateral cleft lip,none,0.9999919397244508
unspecified diabetes mellitus with ketoacidosis,none,0.9996199688730126
unspecified diabetes mellitus with unspecified complications,none,0.9991873465559176
unspecified haemorrhoids with other complications until 2013 - then moved to k64,colorectal cancer,0.08508086643640682
unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,none,0.999969158579984
unspecified nephritic syndrome diffuse endocapillary proliferative glomerulonephritis,kidney cancer,0.02297228366670941
unspecified nephritic syndrome other,kidney cancer,0.9739745618329374
unspecified pre-existing hypertension complicating pregnancy childbirth and the puerperium,ischaemic heart disease,0.06731165996864298
unspecified respiratory condition due to chemicals gases fumes and vapours,pulmonary disease,0.9795147867697864
unspecified viral hepatitis without hepatic coma,none,0.9998970292601196
unspecified visual impairment binocular,none,0.9999292258881092
urethral abscess,bladder cancer,0.012427879462102031
urethral disorder unspecified,bladder cancer,0.8661904146442184
urinary calculus unspecified,kidney cancer,0.29369305692308184
urinary catheterization,bladder cancer,0.06743695448058695
urticaria unspecified,none,0.9999856964092619
vaccine or biological substance unspecified,none,0.9999938469693472
vaginal delivery following previous caesarean section,none,0.9999932061606243
varicella meningitis,none,0.999971213102062
varicose veins of other specified sites,none,0.9972853101878543
vascular disorder of intestine unspecified,colorectal cancer,0.40461197407823635
vasculitis limited to skin unspecified,none,0.9999584891185797
ventral hernia with gangrene from 2014 onwards,none,0.999807460817879
ventral hernia with obstruction without gangrene from 2014 onwards,none,0.9999770546777204
ventral hernia without obstruction or gangrene from 2014 onwards,none,0.999984549930428
ventral hernia without obstruction or gangrene until 2013,none,0.9999537963336161
ventricular premature depolarization,ischaemic heart disease,0.9313886699052779
viral carditis,ischaemic heart disease,0.029067360760674742
vitamin b12 deficiency anaemia due to intrinsic factor deficiency,none,0.9997201978944888
vitamin d deficiency unspecified,none,0.9999920285665348
war operations involving other explosions and fragments,none,0.9999957094236537
war operations occurring after cessation of hostilities,none,0.9999971694767835
water-transport-related drowning and submersion without accident to watercraft canoe or kayak,none,0.9999749394233006
water-transport-related drowning and submersion without accident to watercraft sailboat,none,0.9999872612156743
waterhouse-friderichsen syndrome,none,0.9995901755616916
whooping cough due to bordetella pertussis,pulmonary disease,0.00857741233966545
whooping cough unspecified,pulmonary disease,0.9995081959590243
wrist or foot drop acquired,none,0.999976681895635
yellow nail syndrome,pulmonary disease,0.3758725468594822
zoster encephalitis,none,0.9999255756351518
